Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Sign Up Page - Brick/firstNameField""), ""aisyah"")",Chrome 95.0.4638.54,,,2021-10-30 16:57:39,2021-10-30 16:57:39,0.726s,PASSED
"setText(findTestObject(""Sign Up Page - Brick/lastNameField""), ""syahidah"")",Chrome 95.0.4638.54,,,2021-10-30 16:57:39,2021-10-30 16:57:40,0.750s,PASSED
"setText(findTestObject(""Sign Up Page - Brick/emailField""), map.get(""email""))",Chrome 95.0.4638.54,,,2021-10-30 16:57:40,2021-10-30 16:57:41,0.895s,PASSED
"setText(findTestObject(""Sign Up Page - Brick/phoneNumberField""), ""+62826532"")",Chrome 95.0.4638.54,,,2021-10-30 16:57:41,2021-10-30 16:57:42,1.109s,PASSED
"setEncryptedText(findTestObject(""Sign Up Page - Brick/passField""), ""p4y+y39Ir5MSxNs1t5lTZQ=="")",Chrome 95.0.4638.54,,,2021-10-30 16:57:42,2021-10-30 16:57:43,0.522s,PASSED
"setEncryptedText(findTestObject(""Sign Up Page - Brick/confirmPassField""), ""p4y+y39Ir5MSxNs1t5lTZQ=="")",Chrome 95.0.4638.54,,,2021-10-30 16:57:43,2021-10-30 16:57:43,0.598s,PASSED
"click(findTestObject(""Sign Up Page - Brick/registerBtn""))",Chrome 95.0.4638.54,,,2021-10-30 16:57:43,2021-10-30 16:57:45,1.876s,PASSED
"verifyEqual(getText(findTestObject(""Sign Up Page - Brick/errorMsg"")), ""Error"")",Chrome 95.0.4638.54,,,2021-10-30 16:57:45,2021-10-30 16:57:46,0.488s,PASSED
"verifyElementVisible(findTestObject(""Sign Up Page - Brick/emailNotice""))",Chrome 95.0.4638.54,,,2021-10-30 16:57:46,2021-10-30 16:57:46,0.358s,PASSED
"click(findTestObject(""Sign Up Page - Brick/okBtn""))",Chrome 95.0.4638.54,,,2021-10-30 16:57:46,2021-10-30 16:57:46,0.375s,PASSED
closeBrowser(),Chrome 95.0.4638.54,,,2021-10-30 16:57:46,2021-10-30 16:57:47,0.639s,PASSED
,,,,,,,
Test Cases/Login Brick - Failed,Chrome 95.0.4638.54,,,2021-10-30 16:57:47,2021-10-30 16:57:59,11.826s,PASSED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-10-30 16:57:47,2021-10-30 16:57:49,1.317s,PASSED
navigateToUrl(url),Chrome 95.0.4638.54,,,2021-10-30 16:57:49,2021-10-30 16:57:52,3.323s,PASSED
"click(findTestObject(""Sign Up Page - Brick/loginLink""))",Chrome 95.0.4638.54,,,2021-10-30 16:57:52,2021-10-30 16:57:55,3.261s,PASSED
"setText(findTestObject(""Page_Login/emailField""), map.get(""email""))",Chrome 95.0.4638.54,,,2021-10-30 16:57:55,2021-10-30 16:57:56,0.850s,PASSED
"setEncryptedText(findTestObject(""Page_Login/passField""), ""p4y+y39Ir5MSxNs1t5lTZQ=="")",Chrome 95.0.4638.54,,,2021-10-30 16:57:56,2021-10-30 16:57:57,0.429s,PASSED
"click(findTestObject(""Page_Login/loginBtn""))",Chrome 95.0.4638.54,,,2021-10-30 16:57:57,2021-10-30 16:57:58,1.100s,PASSED
"verifyEqual(getText(findTestObject(""Page_Login/errorSuccessMsg"")), ""Error"")",Chrome 95.0.4638.54,,,2021-10-30 16:57:58,2021-10-30 16:57:58,0.380s,PASSED
"verifyElementVisible(findTestObject(""Page_Login/wrongNotice""))",Chrome 95.0.4638.54,,,2021-10-30 16:57:58,2021-10-30 16:57:59,0.393s,PASSED
"click(findTestObject(""Page_Login/okBtn""))",Chrome 95.0.4638.54,,,2021-10-30 16:57:59,2021-10-30 16:57:59,0.390s,PASSED
,,,,,,,
Test Cases/Login Brick - Success,Chrome 95.0.4638.54,,,2021-10-30 16:57:59,2021-10-30 16:58:16,16.822s,PASSED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-10-30 16:57:59,2021-10-30 16:58:02,2.153s,PASSED
navigateToUrl(url),Chrome 95.0.4638.54,,,2021-10-30 16:58:02,2021-10-30 16:58:07,5.081s,PASSED
"click(findTestObject(""Sign Up Page - Brick/loginLink""))",Chrome 95.0.4638.54,,,2021-10-30 16:58:07,2021-10-30 16:58:08,1.315s,PASSED
"setText(findTestObject(""Page_Login/emailField""), map.get(""email""))",Chrome 95.0.4638.54,,,2021-10-30 16:58:08,2021-10-30 16:58:09,0.858s,PASSED
"setEncryptedText(findTestObject(""Page_Login/passField""), map.get(""password""))",Chrome 95.0.4638.54,,,2021-10-30 16:58:09,2021-10-30 16:58:09,0.455s,PASSED
"click(findTestObject(""Page_Login/loginBtn""))",Chrome 95.0.4638.54,,,2021-10-30 16:58:09,2021-10-30 16:58:13,3.201s,PASSED
"verifyEqual(getText(findTestObject(""Page_Login/errorSuccessMsg"")), ""Success"")",Chrome 95.0.4638.54,,,2021-10-30 16:58:13,2021-10-30 16:58:13,0.505s,PASSED
"verifyElementVisible(findTestObject(""Page_Login/wrongNotice""))",Chrome 95.0.4638.54,,,2021-10-30 16:58:13,2021-10-30 16:58:13,0.387s,PASSED
"click(findTestObject(""Page_Login/okBtn""))",Chrome 95.0.4638.54,,,2021-10-30 16:58:13,2021-10-30 16:58:14,0.419s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Dashboard/logoutLink""))",Chrome 95.0.4638.54,,,2021-10-30 16:58:14,2021-10-30 16:58:15,0.632s,PASSED
"click(findTestObject(""Page_Brick Dashboard/logoutLink""))",Chrome 95.0.4638.54,,,2021-10-30 16:58:15,2021-10-30 16:58:16,1.230s,PASSED
