Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Page_Brick Sign Up Form/firstNameField""), ""aisyah"")",Chrome 95.0.4638.54,,,2021-10-30 16:27:10,2021-10-30 16:27:11,0.722s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/lastNameField""), ""syahidah"")",Chrome 95.0.4638.54,,,2021-10-30 16:27:11,2021-10-30 16:27:12,0.708s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/emailField""), map.get(""email""))",Chrome 95.0.4638.54,,,2021-10-30 16:27:12,2021-10-30 16:27:12,0.861s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/phoneNumberField""), ""+62826532"")",Chrome 95.0.4638.54,,,2021-10-30 16:27:12,2021-10-30 16:27:13,1.082s,PASSED
"setEncryptedText(findTestObject(""Page_Brick Sign Up Form/passField""), ""p4y+y39Ir5MSxNs1t5lTZQ=="")",Chrome 95.0.4638.54,,,2021-10-30 16:27:13,2021-10-30 16:27:14,0.472s,PASSED
"setEncryptedText(findTestObject(""Page_Brick Sign Up Form/confirmPassField""), ""p4y+y39Ir5MSxNs1t5lTZQ=="")",Chrome 95.0.4638.54,,,2021-10-30 16:27:14,2021-10-30 16:27:14,0.560s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/registerBtn""))",Chrome 95.0.4638.54,,,2021-10-30 16:27:14,2021-10-30 16:27:16,1.217s,PASSED
"verifyEqual(getText(findTestObject(""Page_Brick Sign Up Form/errorMsg"")), ""Error"")",Chrome 95.0.4638.54,,,2021-10-30 16:27:16,2021-10-30 16:27:16,0.492s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/emailNotice""))",Chrome 95.0.4638.54,,,2021-10-30 16:27:16,2021-10-30 16:27:17,0.392s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/okBtn""))",Chrome 95.0.4638.54,,,2021-10-30 16:27:17,2021-10-30 16:27:17,0.382s,PASSED
closeBrowser(),Chrome 95.0.4638.54,,,2021-10-30 16:27:17,2021-10-30 16:27:18,0.643s,PASSED
